Region,Case Number,Case ID,Case Name,Case Type,Dispute Unit City,Dispute Unit State,Election Held Date,Num Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,Stipulated / Consent / Directed,Cert of Rep (Win),Cert of Results (Loss),Closed Date,Closed Reason,Votes for Labor Org 2,Labor Org 2 Name,Union To Certify,Votes For Labor Org3,Labor Org3
31,31-RD-340562,,"American Water Operations and Maintenance, LLC",RD,Lompoc,CA,5/6/2024,12,11,0,"Utility Workers Union of America, AFL-CIO",Stipulated,,LOSS,5/15/2024,Certification of Results,,,,,
31,31-RD-342904,,"Spanish Broadcasting System of California, Inc.",RD,Los Angeles,CA,6/12/2024,21,8,12,Screen Actors Guild-American Federation of Television and Radio Artists,Stipulated,WON,,6/21/2024,Certific. of Representative,,,,,
31,31-RD-347626,,Field Applied Composite Systems LLC,RD,Azusa,CA,9/4/2024,3,2,0,"Int'l. Assoc. of Bridge, Structural, Ornamental & Reinforcing Iron Workers Local 855",Stipulated,,LOSS,9/12/2024,Certification of Results,,,,,
31,31-RD-349449,,Consolidated Networks Corporation,RD,Fort Irwin,CA,9/27/2024,7,5,2,"International Association of Machinists & Aerospace Workers, AFL-CIO, District Lodge 725",Stipulated,,LOSS,9/27/2024,Certification of Results,,,,,
31,31-RM-324809,,"Veolia ES Technical Solutions, LLC",RM,Colton,CA,10/6/2023,13,6,7,International Brotherhood of Teamsters Local Union No. 63,Stipulated,WON,,10/17/2023,Certific. of Representative,,,,,
31,31-RM-333945,,"The Academy of Magical Arts, Inc.",RM,Los Angeles,CA,2/15/2024,6,0,3,International Brotherhood of Electrical Workers Local 40,Stipulated,WON,,3/21/2024,Certific. of Representative,,,,,
31,31-RM-341169,,Strategic Concepts in Organizing & Policy Education,RM,Los Angeles,CA,5/23/2024,12,4,7,"National Organization of Legal Services Workers, UAW Local 2320",Stipulated,WON,,6/3/2024,Certific. of Representative,,,,,
32,32-RC-306765,,Stanford Health Care,RC,Stanford,CA,12/14/2022,147,33,44,United Security Associates Union,Stipulated,WON,,1/4/2024,Certific. of Representative,,,,,
32,32-RC-315940,,"G & J Heavy Haul, Inc.",RC,Tulare,CA,4/17/2024,67,29,35,"Teamsters Local 948, International Brotherhood of Teamsters",Stipulated,WON,,4/25/2024,Certific. of Representative,,,,,
32,32-RC-318789,,"Performance Transportation, LLC",RC,Livermore,CA,6/29/2023,61,25,25,Teamsters Local Union 853,Stipulated,,LOSS,10/5/2023,Certification of Results,,,,,
32,32-RC-322467,,PepsiCo Beverages North America,RC,Stockton,CA,8/24/2023,17,4,12,Teamsters Union Local 439,Stipulated,WON,,10/27/2023,Certific. of Representative,,,,,
32,32-RC-322858,,"ABM Industry Groups, LLC",RC,Santa Clara,CA,8/28/2023,8,8,0,"International Union of Operating Engineers, Stationary Engineers, Local 39, AFL-CIO",Stipulated,,LOSS,10/27/2023,Certification of Results,,,,,
32,32-RC-322908,,"ABM Industry Groups, LLC",RC,San Jose,CA,9/12/2023,22,5,11,"International Union of Operating Engineers, Stationary Engineers, Local 39 AFL-CIO",Stipulated,WON,,10/13/2023,Certific. of Representative,,,,,
32,32-RC-323289,,Blue Line Foodservice Distribution,RC,Tracy,CA,8/31/2023,18,7,10,Teamsters Local 439,Stipulated,,LOSS,3/28/2024,Certification of Results,,,,,
32,32-RC-323944,,Nevada Humane Society,RC,Reno,NV,9/29/2023,75,34,17,Northern Nevada Animal Shelter Labor Union,Stipulated,,LOSS,10/13/2023,Certification of Results,,,,,
32,32-RC-324781,,GTI Nevada LLC,RC,Carson City,NV,10/6/2023,22,2,12,United Food and Commercial Workers Local 711,Stipulated,WON,,10/27/2023,Certific. of Representative,,,,,
32,32-RC-325330,,Lock-N-Stitch Inc.,RC,Turlock,CA,10/20/2023,9,0,9,"Machinists Local Lodge 1528, District Lodge 190, International Association of Machinists and Aerospace Workers, AFL-CIO",Stipulated,WON,,10/30/2023,Certific. of Representative,,,,,
32,32-RC-325515,,"Emerald Textiles, LLC",RC,Livermore,CA,10/13/2023,30,0,24,"Teamsters Union Local 70, International Brotherhood of Teamsters",Stipulated,WON,,10/27/2023,Certific. of Representative,,,,,
32,32-RC-325844,,"West Agro, Inc., d/b/a Delaval Manufacturing",RC,Turlock,CA,10/12/2023,8,1,7,Teamsters Local 386,Stipulated,WON,,10/20/2023,Certific. of Representative,,,,,
32,32-RC-326710,,"East Bay Integrated Care, Inc. d/b/a Hospice East Bay",RC,Pleasant Hill,CA,11/2/2023,81,15,56,National Union of Healthcare Workers (NUHW),Stipulated,WON,,11/17/2023,Certific. of Representative,,,,,
32,32-RC-326930,,"CBRE, Inc.",RC,Mountain View,CA,10/26/2023,17,0,16,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 39, AFL-CIO",Stipulated,WON,,11/3/2023,Certific. of Representative,,,,,
32,32-RC-326957,,"CBRE, Inc.",RC,San Jose,CA,10/26/2023,14,1,10,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 39, AFL-CIO",Stipulated,WON,,11/3/2023,Certific. of Representative,,,,,
32,32-RC-326965,,"CBRE, Inc.",RC,San Jose,CA,10/26/2023,15,6,8,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 39, AFL-CIO",Stipulated,WON,,11/3/2023,Certific. of Representative,,,,,
32,32-RC-326966,,"CBRE, Inc.",RC,San Jose,CA,10/26/2023,6,0,5,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 39, AFL-CIO",Stipulated,WON,,11/3/2023,Certific. of Representative,,,,,
32,32-RC-327313,,"Barnes and Noble, Inc.",RC,San Jose,CA,11/8/2023,29,2,21,United Food and Commercial Workers Local 5,Stipulated,WON,,11/22/2023,Certific. of Representative,,,,,
32,32-RC-327475,,"Zenbooth, Inc.",RC,Berkeley,CA,11/16/2023,9,5,2,Zenbooth Workers Union,Stipulated,,LOSS,11/30/2023,Certification of Results,,,,,
32,32-RC-327805,,Alameda County Community Food Bank Inc.,RC,Alameda,CA,11/7/2023,91,11,57,"Office & Professional Employees International Union, Local 29",Stipulated,WON,,11/22/2023,Certific. of Representative,,,,,
32,32-RC-328207,,Stella-Jones Corporation,RC,Fresno,CA,11/17/2023,30,15,11,Teamsters Local 431,Stipulated,,LOSS,12/1/2023,Certification of Results,,,,,
32,32-RC-329203,,"CBRE, Inc.",RC,Mountain View,CA,12/4/2023,24,2,22,"International Union of Operating Engineers, Stationary Engineers, Local 39 AFL-CIO",Stipulated,WON,,12/13/2023,Certific. of Representative,,,,,
32,32-RC-329691,,TransDev Services Inc.,RC,Merced,CA,12/5/2023,10,2,8,GENERAL TEAMSTERS LOCAL 386,Stipulated,WON,,12/14/2023,Certific. of Representative,,,,,
32,32-RC-329851,,"US Foods, Inc.",RC,Livermore,CA,12/14/2023,172,54,77,"Teamsters Warehouse, Wholesale Liquor Salespersons, Milk Drivers and Dairy Employees, Construction and Building Materials and Miscellaneous Union, Local 853",Stipulated,WON,,2/29/2024,Certific. of Representative,,,,,
32,32-RC-329865,,Starbucks Corporation,RC,Emeryville,CA,12/20/2023,18,0,15,Workers United a/w SEIU,Stipulated,WON,,12/29/2023,Certific. of Representative,,,,,
32,32-RC-331191,,Drake Traffic Control Services,RC,Tulare,CA,1/5/2024,12,1,9,Teamsters Local Union 948,Stipulated,WON,,1/19/2024,Certific. of Representative,,,,,
32,32-RC-331673,,Pepsi Beverages North America,RC,Hayward,CA,1/11/2024,143,39,80,TEAMSTERS LOCAL 70,Stipulated,WON,,1/19/2024,Certific. of Representative,,,,,
32,32-RC-331705,,"Half Price Books, Records, Magazines, Inc",RC,Dublin,CA,1/16/2024,17,3,14,"United Food & Commercial Workers Union, Local 5",Stipulated,WON,,1/30/2024,Certific. of Representative,,,,,
32,32-RC-333941,,"Ridwell, Inc.",RC,San Leandro,CA,2/13/2024,16,0,13,Teamsters Local 350,Stipulated,WON,,2/22/2024,Certific. of Representative,,,,,
32,32-RC-335273,,"CBRE, Inc.",RC,Mountain View,CA,2/26/2024,6,2,3,"International Union of Operating Engineers, Stationary Engineers, Local 39, AFL-CIO",Stipulated,WON,,3/4/2024,Certific. of Representative,,,,,
32,32-RC-335954,,"TAT Fresno II, LLC dba The Artist Tree",RC,Fresno,CA,3/13/2024,75,37,21,United Food and Commercial Workers Union Local 8 - Golden State,Stipulated,,LOSS,3/21/2024,Certification of Results,,,,,
32,32-RC-336049,,Starbucks Corporation,RC,San Jose,CA,3/22/2024,9,0,9,Workers United,Stipulated,WON,,4/1/2024,Certific. of Representative,,,,,
32,32-RC-336083,,"Bicycle Health Medical Group, P.A.",RC,San Jose,CA,3/15/2024,67,16,29,Union of American Physicians & Dentists,Stipulated,WON,,5/2/2024,Certific. of Representative,,,,,
32,32-RC-336111,,Philz Coffee,RC,Berkeley,CA,3/19/2024,16,0,16,Philz Coffee United,Stipulated,WON,,4/2/2024,Certific. of Representative,,,,,
32,32-RC-336115,,Starbucks Corporation,RC,Antioch,CA,3/21/2024,20,0,19,Workers United,Stipulated,WON,,5/3/2024,Certific. of Representative,,,,,
32,32-RC-336128,,Starbucks Corporation,RC,Reno,NV,3/22/2024,16,3,12,Workers United,Stipulated,WON,,5/3/2024,Certific. of Representative,,,,,
32,32-RC-336350,,"US Foods, Inc.",RC,Tracy,CA,3/27/2024,40,20,12,"Teamsters Warehouse, Wholesale Liquor Salespersons, Milk Drivers, and Dairy Employees, Construction & Building Materials, and Miscellaneous Union 853",Stipulated,,LOSS,4/26/2024,Certification of Results,,,,,
32,32-RC-337165,,"Barnes and Noble, Inc.",RC,El Cerrito,CA,4/3/2024,23,7,16,"United Food and Commercial Workers, Local 5",Stipulated,WON,,4/17/2024,Certific. of Representative,,,,,
32,32-RC-337276,,Dignity Health Medical Foundation,RC,Merced,CA,4/4/2024,30,7,21,"American Federation of State, County & Municipal Employees Local 2703",Stipulated,WON,,4/12/2024,Certific. of Representative,,,,,
32,32-RC-337539,,"Swissport Fueling, Inc.",RC,San Jose,CA,4/11/2024,27,9,15,International Association of Machinists and Aerospace Workers,Stipulated,WON,,5/3/2024,Certific. of Representative,,,,,
32,32-RC-337638,,"Jones Lang LaSalle Americas, Inc.",RC,Mountain View,CA,4/3/2024,25,2,19,"International Union of Operating Engineers, Stationary Engineers, Local 39, AFL-CIO",Stipulated,WON,,4/11/2024,Certific. of Representative,,,,,
32,32-RC-337903,,"Cushman & Wakefield U.S., Inc.",RC,Sunnyvale,CA,4/10/2024,13,0,12,"International Union of Operating Engineers, Stationary Engineers, Local 39, AFL-CIO",Stipulated,WON,,5/3/2024,Certific. of Representative,,,,,
32,32-RC-337910,,"Recreational Equipment, Inc.",RC,Santa Cruz,CA,4/18/2024,52,12,33,"United Food and Commercial Workers, Local 5",Stipulated,WON,,4/26/2024,Certific. of Representative,,,,,
32,32-RC-338271,,"Amentum Services, Inc.",RC,Santa Clara,CA,4/10/2024,24,5,12,"International Union of Operating Engineers, Stationary Engineers, Local 39, AFL-CIO",Stipulated,WON,,5/3/2024,Certific. of Representative,,,,,
32,32-RC-339229,,Kaiser Foundation Hospitals,RC,Oakland,CA,4/24/2024,456,4,311,"Committee of Interns and Residents, SEIU Local 1957",Stipulated,WON,,5/31/2024,Certific. of Representative,,,,,
32,32-RC-340585,,"Nabifive, LLC",RC,Woodlake,CA,5/9/2024,84,22,44,"International Brotherhood of Teamsters, Local 630",Stipulated,WON,,5/23/2024,Certific. of Representative,,,,,
32,32-RC-340742,,"Alameda Inpatient Medical, Inc.",RC,Alameda,CA,5/22/2024,2,0,2,AIM Admin Association,Stipulated,WON,,5/31/2024,Certific. of Representative,,,,,
32,32-RC-341408,,"Central Coast Cooling, LLC",RC,Salinas,CA,5/15/2024,8,1,7,Teamsters Local 856,Stipulated,WON,,7/3/2024,Certific. of Representative,,,,,
32,32-RC-341612,,"Selland's EDH, Inc.",RC,El Dorado Hills,CA,6/1/2024,35,24,4,United Food and Commercial Workers International Union 8 - Golden State,Stipulated,,LOSS,6/10/2024,Certification of Results,,,,,
32,32-RC-342648,,"Penske Logistics, LLC",RC,Patterson,CA,6/28/2024,49,24,19,General Teamsters Local 386,Directed,,LOSS,8/1/2024,Certification of Results,,,,,
32,32-RC-342690,,Hertz Transporting Incorporated,RC,Fresno,CA,6/17/2024,6,1,4,"Teamsters Local 431, International Brotherhood of Teamsters",Stipulated,WON,,6/26/2024,Certific. of Representative,,,,,
32,32-RC-343831,,Flowers Bakeries Sales of NorCal,RC,Fresno,CA,6/28/2024,15,5,10,Teamsters Local 431,Stipulated,WON,,7/18/2024,Certific. of Representative,,,,,
32,32-RC-344031,,"Emerald Textiles, LLC",RC,Turlock,CA,7/10/2024,25,3,14,Teamsters Local 386,Stipulated,WON,,7/18/2024,Certific. of Representative,,,,,
32,32-RC-345505,,Starbucks Corporation,RC,San Jose,CA,7/15/2024,20,6,12,"Workers United, affiliated with Service Employees International Union (SEIU)",Consent,WON,,7/23/2024,Certific. of Representative,,,,,
32,32-RC-345609,,"Forward, Inc.",RC,Manteca,CA,8/1/2024,36,10,23,Teamsters Union Local 439,Stipulated,WON,,9/18/2024,Certific. of Representative,,,,,
32,32-RC-345875,,Peet's Coffee Inc.,RC,Berkeley,CA,8/7/2024,17,3,12,The Industrial Workers of the World SF Bay Area Branch,Stipulated,WON,,8/23/2024,Certific. of Representative,,,,,
32,32-RC-346837,,WM Sustainability Services,RC,Martinez,CA,8/23/2024,7,6,0,Teamsters Local 315,Stipulated,,LOSS,9/10/2024,Certification of Results,,,,,
32,32-RC-348087,,"Jones Lang LaSalle Americas, Inc.",RC,Mountain View,CA,9/18/2024,65,3,45,"International Union of Operating Engineers, Stationary Engineers, Local 39 AFL-CIO",Stipulated,WON,,9/26/2024,Certific. of Representative,,,,,
32,32-RC-348107,,"Jones Lang LaSalle Americas, Inc.",RC,Mountain View,CA,9/16/2024,16,2,10,"International Union of Operating Engineers, Stationary Engineers, Local 39 AFL-CIO",Stipulated,WON,,9/24/2024,Certific. of Representative,,,,,
32,32-RC-348314,,"Stericycle d/b/a Shred-It, Inc.",RC,Stockton,CA,9/12/2024,9,0,9,Teamsters Local 439,Stipulated,WON,,9/20/2024,Certific. of Representative,,,,,
32,32-RD-327210,,Northwest Pipe Company,RD,Tracy,CA,10/31/2023,73,47,17,"Northern California District Council of Laborers and Laborers Local Union No. 73, affiliated with the Laborers International Union of North America, AFL-CIO",Stipulated,,LOSS,11/9/2023,Certification of Results,,,,,
32,32-RD-328371,,Enterprise Rent a Car of SF LLC,RD,San Ramon,CA,12/8/2023,39,15,17,Teamsters Local 665,Stipulated,WON,,12/21/2023,Certific. of Representative,,,,,
32,32-RD-335074,,Sutter Bay Medical Foundation dba Palo Alto Medical Foundation,RD,Sunnyvale,CA,2/29/2024,26,15,11,"Engineers and Scientists of California, Local 20 IFPTE",Stipulated,,LOSS,3/8/2024,Certification of Results,,,,,
32,32-RD-339910,,"S J Automotive, LLC D/B/A Lexus of Stevens Creek",RD,Santa Clara,CA,5/16/2024,48,5,39,"S J Automotive, LLC D/B/A Lexus of Stevens Creek",Stipulated,WON,,7/3/2024,Certific. of Representative,,,,,
32,32-RM-333894,,Great Pacific Iron Works,RM,Reno,NV,2/8/2024,15,5,9,United Food & Commercial Workers Local 711,Stipulated,WON,,3/1/2024,Certific. of Representative,,,,,
32,32-RM-339014,,"Transdev Services, Inc.",RM,Merced,CA,5/1/2024,22,0,14,Transportation Communications Union / International Association of Machinists and Aerospace Workers (TCU/IAM),Stipulated,WON,,5/9/2024,Certific. of Representative,,,,,
"01, 34",01-RC-339170,,"First Student, Inc.",RC,Bristol,CT,5/2/2024,118,2,80,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 671",Stipulated,WON,,5/10/2024,Certific. of Representative,22,"United Service Workers Union, IUJAT, Local 1212","INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 671",,
"01, 34",01-RC-342340,,"Student Transportation of America, Inc.",RC,Haddam,CT,6/13/2024,50,9,19,"Transport Workers Union, Local 100",Stipulated,WON,,6/24/2024,Certific. of Representative,5,International Brotherhood of Teamsters Local 443,"Transport Workers Union, Local 100",,
2,02-RC-319390,,"Paragon Systems, Inc.",RC,New York,NY,7/17/2023,269,1,94,International Union Security Police and Fire Professionals of America,Stipulated,WON,,3/19/2024,Certific. of Representative,53,Law Enforcement Officers Security Unions LEOSU Affiliated With The Law Enforcement Officers Security & Police Benevolent Association (LEOS-PBA),International Union Security Police and Fire Professionals of America,,
2,02-RC-322704,,"MGM Yonkers, Inc. d/b/a Empire City Casino",RC,Yonkers,NY,2/7/2024,12,9,2,"Local 1430, International Brotherhood of Electrical Workers, AFL-CIO",Directed,,LOSS,2/16/2024,Certification of Results,0,United Surveillance Workers,,,
2,02-RC-338041,,Grand Central Partnership,RC,New York,NY,4/18/2024,23,1,12,Federal Contract Guards of America (FCGOA),Stipulated,WON,,4/26/2024,Certific. of Representative,4,Special and Superior Officers Benevolent Association (SSOBA),Federal Contract Guards of America (FCGOA),,
4,04-RC-334688,,Philly Transportation LLC,RC,Philadelphia,PA,2/29/2024,209,10,96,International Brotherhood of Teamsters Local Union No. 623,Stipulated,WON,,3/8/2024,Certific. of Representative,6,United Independent Union Local #1,International Brotherhood of Teamsters Local Union No. 623,,
4,04-RC-336671,,"Gardner Cryogenics, a Department of Air Products and Chemicals, Inc.",RC,Bethlehem,PA,3/20/2024,184,1,130,"Teamsters Local Union No. 773, a/w International Brotherhood of Teamsters",Stipulated,WON,,3/29/2024,Certific. of Representative,37,Independent Cryogenics Workers Assoc.,"Teamsters Local Union No. 773, a/w International Brotherhood of Teamsters",,
4,04-RD-333183,,Ardagh Glass Packaging Inc.,RD,Bridgeton,NJ,2/13/2024,324,4,56,Independent United Workers Union (I.U.W.U),Stipulated,WON,,2/22/2024,Certific. of Representative,152,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO, CLC","United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO, CLC",,
"05, 05 WDC",05-RC-304586,,"Universal Protection Service, LLC d/b/a Allied Universal Security Services",RC,Washington,DC,11/28/2023,132,0,23,United Security Workers of America (USWOA),Directed,WON,,9/10/2024,Certific. of Representative,4,"Law Enforcement Officers Security Unions, LEOSU-DC",United Security Workers of America (USWOA),,
"05, 05 WDC",05-RC-314438,,"North American Security, Inc.",RC,College Park,MD,1/3/2024,60,0,6,Protective Service Officer's United (PSO'S United),Directed,WON,,2/8/2024,Certific. of Representative,38,Fraternity of American Protective Officers (FAPO) and its Local 101,Fraternity of American Protective Officers (FAPO) and its Local 101,,
"05, 05 WDC",05-RC-320304,,"American Security Programs, Inc. d/b/a Allied Universal Security Services",RC,Washington,DC,9/19/2023,202,34,1,United Federation LEOS-PBA Law Enforcement Officers Security & Police Benevolent Association,Stipulated,,LOSS,10/25/2023,Certification of Results,5,"International Union, Security, Police & Fire Professionals of America (SPFPA)",,,
"05, 05 WDC",05-RC-321085,,"Centerra Group, LLC",RC,Washington,DC,9/21/2023,67,0,23,Union Rights for Security Officers (URSO),Stipulated,WON,,10/20/2023,Certific. of Representative,6,Governed United Security Professionals (GUSP),Union Rights for Security Officers (URSO),,
"05, 05 WDC",05-RC-321756,,"KR Contracting, Inc.",RC,Vienna,VA,12/19/2023,24,0,2,National Capital Union for Security Officers (NCUFSO),Directed,WON,,1/18/2024,Certific. of Representative,0,National Union Special Police Officers (NUPSO) a/w Law Enforcement Officers Security & Police Benevolent Association (LEOS-PBA),National Capital Union for Security Officers (NCUFSO),,
"05, 05 WDC",05-RC-324443,,"Transdev Services, Inc.",RC,Lorton,VA,9/29/2023,45,1,20,Independent Supervisors Union,Stipulated,WON,,10/31/2023,Certific. of Representative,2,"Office and Professional Employees International Union, Local 2, AFL-CIO",Independent Supervisors Union,,
"05, 05 WDC",05-RC-325694,,"Universal Protection Service, LLC d/b/a Allied Universal Security Services",RC,Washington,DC,10/25/2023,25,0,5,Union Rights for Security Officers (URSO),Stipulated,WON,,11/24/2023,Certific. of Representative,1,United Federation LEOS-PBA Law Enforcement Officers Security & Police Benevolent Association (LEOSU),Union Rights for Security Officers (URSO),,
"05, 05 WDC",05-RC-325946,,"BTI Security, Inc.",RC,Gaithersburg,MD,10/27/2023,2,0,2,National Alliance of Security Officers,Stipulated,WON,,11/28/2023,Certific. of Representative,0,National League of Justice and Security Professionals,National Alliance of Security Officers,,
"05, 05 WDC",05-RC-326696,,"CDA, Inc. d/b/a MaxSent and Kerberos International, Inc.",RC,Spotsylvania,VA,10/31/2023,101,1,33,International Guards Union of America,Stipulated,WON,,12/1/2023,Certific. of Representative,8,Federal Contract Guards of America (FCGOA),International Guards Union of America,,
"05, 05 WDC",05-RC-327694,,"Bering Global Solutions, LLC",RC,Washington,DC,11/9/2023,48,0,8,Governed United Security Professionals (GUSP),Stipulated,WON,,1/12/2024,Certific. of Representative,1,National Union of Special Police Officers (NUSPO) affiliated with LEOS-PBA,Governed United Security Professionals (GUSP),,
"05, 05 WDC",05-RC-330518,,"BrandSafway Services, LLC",RC,Baltimore,MD,12/28/2023,38,0,20,"Eastern Atlantic States Regional Council of Carpenters, United Brotherhood of Carpenters and Joiners of America",Stipulated,WON,,1/26/2024,Certific. of Representative,0,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO/CLC on behalf of its Local Union 6967-07","Eastern Atlantic States Regional Council of Carpenters, United Brotherhood of Carpenters and Joiners of America",,
"05, 05 WDC",05-RC-333848,,"Chenega Global Protection, LLC",RC,Washington,DC,2/16/2024,34,0,14,"International Union, Security, Police and Fire Professionals of America (SPFPA)",Stipulated,WON,,3/25/2024,Certific. of Representative,0,National Union of Special Police Officers affiliated with United Federation Law Enforcement Officers Security & Police Benevolent Association (LEOS-PBA),"International Union, Security, Police and Fire Professionals of America (SPFPA)",,
"05, 05 WDC",05-RC-339325,,CDA Inc. d/b/a MaxSent,RC,Baltimore,MD,4/29/2024,52,1,25,"International Union, Security, Police and Fire Professionals of America (SPFPA)",Stipulated,WON,,5/29/2024,Certific. of Representative,14,United Security Officer Association (USOA),"International Union, Security, Police and Fire Professionals of America (SPFPA)",,
"05, 05 WDC",05-RC-341764,,"KR Contracting, Inc.",RC,Catonsville,MD,6/6/2024,34,1,17,Governed United Security Professionals,Stipulated,WON,,6/14/2024,Certific. of Representative,3,Union Rights for Security Officers,Governed United Security Professionals,,
"05, 05 WDC",05-RC-345406,,"AmeriGuard Security Services, Inc.",RC,Catonsville,MD,7/24/2024,57,0,10,Governed United Security Professionals,Stipulated,WON,,8/22/2024,Certific. of Representative,33,Union Rights for Security Officers (USO),Union Rights for Security Officers (USO),,
"05, 05 WDC",05-RC-347294,,"KR Contracting, Inc.",RC,Sterling,VA,8/20/2024,26,0,0,Union Rights for Security Officers (URSO),Stipulated,WON,,9/18/2024,Certific. of Representative,10,Federal Contract Guards of America (FCGOA),Federal Contract Guards of America (FCGOA),,
"10, 10 BIR, 11, 26 NAS",10-RC-328716,,Paragon Systems Inc.,RC,Atlanta,GA,12/6/2023,23,0,5,United Federation LEOS-PBA Law Enforcement Officers Security & Police Benevolent Association,Stipulated,WON,,1/16/2024,Certific. of Representative,0,"International Union, Security, Police and Fire Professionals of America (SPFPA)",United Federation LEOS-PBA Law Enforcement Officers Security & Police Benevolent Association,,
"10, 10 BIR, 11, 26 NAS",10-RC-335247,,Loomis Armored US LLC,RC,Atlanta,GA,3/6/2024,133,3,36,SPFPA,Stipulated,WON,,3/14/2024,Certific. of Representative,14,United Government Security Officers of America and its local 382,SPFPA,,
"12, 12 JAC, 12 MIA, 24",12-RC-326542,,"Aerostar Airport Holdings, LLC",RC,Carolina,PR,11/9/2023,20,0,18,"International Association of Machinists and Aerospace Workers, AFL-CIO",Directed,WON,,11/21/2023,Certific. of Representative,0,"Hermandad de Empleados de Oficina, Comercio y Ramas Anexas de Puerto Rico","International Association of Machinists and Aerospace Workers, AFL-CIO",,
"12, 12 JAC, 12 MIA, 24",12-RC-341538,,"Akima Global Services, LLC",RC,Guaynabo,PR,7/15/2024,47,0,28,Federal Contractors United of Puerto Rico (FCUPR),Directed,WON,,8/19/2024,Certific. of Representative,6,Union de Profesionales de la Seguridad Privada de Puerto Rico,Federal Contractors United of Puerto Rico (FCUPR),,
13,13-RC-327397,,"Paragon Systems, Inc.",RC,Des Plaines,IL,11/13/2023,10,1,6,Illinois Council of Police,Stipulated,WON,,12/29/2023,Certific. of Representative,2,"United Government Security Officers of America, Local 360",Illinois Council of Police,,
13,13-RC-331702,,"Aliya of Oak Lawn, LLC",RC,Oak Lawn,IL,1/9/2024,65,0,3,United Food & Commercial Workers International Union Local 1546,Stipulated,WON,,1/24/2024,Certific. of Representative,20,"SEIU HC Illinois, Indiana, Missouri and Kansas","SEIU HC Illinois, Indiana, Missouri and Kansas",,
13,13-RC-331703,,"Aliya of Palos Park, LLC",RC,Palos Park,IL,1/10/2024,66,0,0,United Food & Commercial Workers International Union Local 1546,Stipulated,WON,,1/25/2024,Certific. of Representative,23,SEIU Healthcare Illinois and Indiana,SEIU Healthcare Illinois and Indiana,,
13,13-RC-344486,,Northwestern University,RC,Evanston,IL,7/15/2024,17,0,14,Illinois Council of Police,Stipulated,WON,,7/23/2024,Certific. of Representative,0,Northwestern University Police Benevolent & Protective Association,Illinois Council of Police,,
"19, 19 ANC, 36",19-RC-324893,,"Safeway, Inc.",RC,Wilsonville,OR,10/10/2023,4,0,2,"Bakery, Confectionery, Tobacco Workers and Grain Millers Union, Local 114, AFL-CIO, CLC",Stipulated,WON,,10/18/2023,Certific. of Representative,0,"United Food and Commercial Workers, Local 555","Bakery, Confectionery, Tobacco Workers and Grain Millers Union, Local 114, AFL-CIO, CLC",,
"21, 21 SDO",21-RC-326070,,Southland Box Company,RC,Vernon,CA,11/1/2023,59,0,52,"Chauffeurs, Sales Drivers and Helpers Union, Local 572, International Brotherhood of Teamsters",Stipulated,WON,,11/15/2023,Certific. of Representative,2,Printing Packaging Production Workers Union (PPPWU) District Council 2 (Formerly GCC DC2),"Chauffeurs, Sales Drivers and Helpers Union, Local 572, International Brotherhood of Teamsters",,
22,22-RC-327064,,PRINCETON UNIVERSITY/PRINCETON PLASMA PHYSICS LABORATORY,RC,Princeton,NJ,11/10/2023,17,0,11,NEW JERSEY STATE FIREFIGHTERS MUTUAL BENEVOLENT ASSOCIATION,Stipulated,WON,,11/21/2023,Certific. of Representative,0,"INTERNATIONAL ASSOCIATION OF FIREFIGHTERS, LOCAL I-74",NEW JERSEY STATE FIREFIGHTERS MUTUAL BENEVOLENT ASSOCIATION,,
22,22-RC-328981,,"Power Clean, Inc.",RC,City of Orange,NJ,12/4/2023,67,0,43,"International Union of Operating Engineers Local 68, 68A, 68B, 68C, 68D",Stipulated,WON,,12/14/2023,Certific. of Representative,2,Consolidated Commercial Workers of America,"International Union of Operating Engineers Local 68, 68A, 68B, 68C, 68D",,
22,22-RC-347970,,RALPH CLAYTON & SONS,RC,North Arlington,NJ,9/6/2024,34,0,23,INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 560,Stipulated,WON,,9/16/2024,Certific. of Representative,7,"LOCAL 472, LABORERS INTERNATIONAL UNION OF NORTH AMERICA AFL-CIO",INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 560,,
"25, 33",25-RC-332241,,Hallcon Corporation,RC,Avon,IN,2/5/2024,37,0,13,Teamsters Local 135,Stipulated,WON,,3/7/2024,Certific. of Representative,0,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union",Teamsters Local 135,,
